0.79609,2.6992,3.9955,1.8527
0.78589,2.7068,4.0083,1.8578
0.78844,2.6915,4.0032,1.8603
0.79609,2.7017,3.9955,1.8578
0.78844,2.7017,4.0032,1.8578
0.78844,2.7017,4.0032,1.8629
0.79099,2.7017,4.0006,1.8578
0.78844,2.7017,3.9981,1.8527
0.79099,2.6992,4.0032,1.8578
0.78844,2.7017,4.0006,1.8578
0.78844,2.6992,4.0006,1.8603
0.79609,2.7017,3.993,1.8527
0.78334,2.7094,4.0057,1.8527
0.78589,2.6966,4.0057,1.8629
0.79609,2.6941,4.0006,1.8629
0.79609,2.7094,3.9904,1.8501
0.78334,2.7094,4.0032,1.8552
0.79099,2.6941,3.9981,1.8629
0.79609,2.6992,3.9955,1.8578
0.79099,2.6992,3.9955,1.8552
0.79099,2.7017,3.9955,1.8629
0.79609,2.7017,3.9879,1.8527
0.79099,2.7094,3.993,1.8552
0.78589,2.7017,3.9981,1.8552
0.78844,2.7017,3.993,1.8552
0.79099,2.7094,3.9904,1.8476
0.78334,2.6941,3.9981,1.8603
0.79609,2.6966,3.9828,1.8603
0.79609,2.7119,3.9828,1.845
0.78589,2.7094,3.993,1.8527
0.78334,2.6966,3.993,1.8578
0.79609,2.6992,3.9802,1.8527
0.79609,2.7094,3.9802,1.8476
0.78589,2.7119,3.993,1.8527
0.78334,2.6966,3.993,1.8603
0.79609,2.6992,3.9802,1.8527
0.79609,2.7119,3.9777,1.845
0.78589,2.7094,3.9879,1.8527
0.79099,2.6992,3.9828,1.8578
0.79609,2.7043,3.9777,1.845
0.79354,2.7119,3.9879,1.845
0.78589,2.6992,3.9879,1.8578
0.79863,2.6992,3.9751,1.8603
0.79609,2.7094,3.9751,1.845
0.78589,2.7043,3.9879,1.8501
0.79099,2.6992,3.9802,1.8578
0.79863,2.7017,3.9726,1.8501
0.79099,2.7119,3.9802,1.8476
0.78589,2.7068,3.9853,1.8527
0.79099,2.6992,3.9802,1.8578
0.79609,2.7068,3.9726,1.845
0.78589,2.7119,3.9853,1.845
0.78334,2.7043,3.9879,1.8578
0.79099,2.6992,3.9802,1.8578
0.79863,2.7043,3.9751,1.845
0.78589,2.7119,3.9853,1.845
0.78589,2.7017,3.9853,1.8578
0.79863,2.7017,3.9726,1.8501
0.79609,2.7119,3.9751,1.8476
0.78589,2.7068,3.9853,1.8501
0.79099,2.6992,3.9802,1.8578
0.79609,2.7068,3.9726,1.8552
0.79354,2.7145,3.9802,1.845
0.78334,2.7068,3.9879,1.8578
0.79863,2.7094,3.9726,1.8527
0.79099,2.7068,3.9828,1.8527
0.79354,2.7068,3.9828,1.8501
0.79354,2.7043,3.9828,1.8527
0.79863,2.7119,3.9751,1.8476
0.78589,2.7119,3.9879,1.845
0.78589,2.7017,3.9879,1.8578
0.79354,2.7017,3.9751,1.8603
0.79863,2.7068,3.9777,1.8425
0.78589,2.7119,3.9879,1.845
0.78844,2.7017,3.9879,1.8527
0.79354,2.7017,3.9828,1.8527
0.79354,2.7068,3.9828,1.8501
0.79354,2.7119,3.9853,1.8527
0.78589,2.7094,3.9904,1.8527
0.79354,2.6992,3.9853,1.8527
0.79609,2.7068,3.9777,1.8552
0.79099,2.7145,3.9828,1.845
0.78589,2.7094,3.993,1.8552
0.78844,2.7017,3.9853,1.8578
0.79609,2.7068,3.9777,1.8552
0.79099,2.7145,3.9828,1.845
0.78589,2.7017,3.9904,1.8527
0.79099,2.7017,3.9777,1.8603
0.79609,2.7068,3.9751,1.8476
0.79354,2.7145,3.9904,1.8476
0.78589,2.7094,3.9828,1.8527
0.78844,2.7043,3.9828,1.8603
0.79863,2.7094,3.9751,1.8552
0.79354,2.717,3.9828,1.8476
0.78589,2.7094,3.9802,1.8527
0.79099,2.7043,3.9828,1.8527
0.79609,2.7094,3.9751,1.8552
0.78844,2.7119,3.9828,1.8476
0.78589,2.7094,3.9879,1.8527
0.78589,2.7017,3.9879,1.8603
0.79354,2.7017,3.9828,1.8527
0.79354,2.7094,3.9777,1.8501
0.78844,2.717,3.9853,1.8527
0.78589,2.7017,3.9853,1.8603
0.79609,2.7119,3.9726,1.8527
0.78844,2.717,3.9802,1.845
0.78589,2.7094,3.9853,1.8501
0.79099,2.7017,3.9802,1.8629
0.79099,2.7068,3.9777,1.8527
0.79609,2.717,3.9726,1.8476
0.78589,2.7094,3.9853,1.8527
0.79099,2.7017,3.9802,1.8578
0.79609,2.7068,3.9751,1.8527
0.79609,2.7068,3.9802,1.845
0.78844,2.7119,3.9879,1.8527
0.78589,2.7094,3.9802,1.8578
0.78844,2.7068,3.9802,1.8527
0.79354,2.7043,3.9802,1.8476
0.78334,2.7094,3.9828,1.8527
0.79099,2.7017,3.9828,1.8578
0.79863,2.7068,3.9751,1.8527
0.79099,2.7145,3.9802,1.8476
0.78334,2.7068,3.9904,1.8603
0.79863,2.7017,3.9726,1.8603
0.79863,2.7145,3.9751,1.845
0.78334,2.7119,3.9802,1.8476
0.78334,2.6992,3.9853,1.8603
0.79863,2.7068,3.9726,1.8552
0.79354,2.7119,3.9828,1.8476
0.78844,2.7043,3.9853,1.8527
0.79099,2.7068,3.9802,1.8527
0.79609,2.7068,3.9828,1.8501
0.78844,2.7119,3.9879,1.845
0.78589,2.6966,3.9853,1.8603
0.79863,2.6992,3.9726,1.8527
0.79099,2.7119,3.9802,1.8476
0.78334,2.7068,3.9853,1.8603
0.79609,2.7017,3.9751,1.8527
0.79099,2.7119,3.9828,1.8476
0.78334,2.7043,3.9879,1.8527
0.78844,2.6992,3.9828,1.8629
0.79863,2.7043,3.9751,1.8527
0.78844,2.7017,3.9828,1.8527
0.78589,2.7043,3.9828,1.8527
0.78844,2.7017,3.9853,1.8527
0.79099,2.7017,3.9853,1.8476
0.78844,2.7017,3.9828,1.8527
0.78844,2.6966,3.9853,1.8603
0.79609,2.7068,3.9802,1.8552
0.79099,2.7094,3.9853,1.845
0.78334,2.7017,3.993,1.8603
0.79099,2.6941,3.9802,1.8603
0.79609,2.7094,3.9828,1.8476
0.78334,2.7094,3.9955,1.8552
0.78844,2.6966,3.9879,1.8603
