-0.13500,+0.84179,+0.52265, +49.555, +15.755,100.0186,  8.520e-05
-0.13963,+0.84047,+0.52355, +49.716, +15.785, 99.5507,  8.484e-05
-0.13805,+0.84172,+0.52196, +49.657, +15.732, 99.9631,  8.509e-05
-0.14054,+0.84128,+0.52202, +49.742, +15.734, 99.6128,  8.416e-05
-0.13825,+0.84151,+0.52224, +49.665, +15.741,100.0031,  8.520e-05
-0.13711,+0.84022,+0.52462, +49.634, +15.821, 99.4804,  8.517e-05
-0.13659,+0.84196,+0.52197, +49.607, +15.732,100.1237,  8.438e-05
-0.13840,+0.84096,+0.52310, +49.673, +15.770,100.1099,  8.604e-05
-0.13708,+0.84164,+0.52235, +49.625, +15.745,100.0874,  8.445e-05
-0.13890,+0.84110,+0.52274, +49.689, +15.758, 99.6258,  8.526e-05
-0.13833,+0.84099,+0.52308, +49.670, +15.769, 99.6272,  8.557e-05
-0.13680,+0.84044,+0.52435, +49.623, +15.812, 99.6307,  8.459e-05
-0.13886,+0.84133,+0.52238, +49.686, +15.746, 99.6218,  8.452e-05
-0.13698,+0.84062,+0.52401, +49.627, +15.801, 99.6822,  8.537e-05
-0.13669,+0.84038,+0.52448, +49.619, +15.817, 99.7485,  8.605e-05
-0.13937,+0.84201,+0.52115, +49.699, +15.705,100.2277,  8.481e-05
-0.13860,+0.84187,+0.52159, +49.675, +15.719,100.1405,  8.369e-05
-0.13726,+0.84161,+0.52235, +49.632, +15.745, 99.9945,  8.368e-05
-0.13655,+0.84221,+0.52157, +49.605, +15.719, 99.8492,  8.373e-05
-0.13724,+0.84240,+0.52108, +49.626, +15.702, 99.9213,  8.387e-05
-0.13557,+0.84121,+0.52343, +49.578, +15.781, 99.7089,  8.398e-05
-0.13660,+0.84202,+0.52187, +49.607, +15.729, 99.8790,  8.452e-05
-0.13531,+0.84165,+0.52280, +49.567, +15.760, 99.8011,  8.474e-05
-0.13623,+0.84162,+0.52261, +49.597, +15.754, 99.9827,  8.493e-05
-0.13726,+0.84218,+0.52143, +49.628, +15.714,100.0865,  8.407e-05
-0.13958,+0.84174,+0.52153, +49.708, +15.717,100.0576,  8.496e-05
-0.13932,+0.84207,+0.52107, +49.697, +15.702, 99.8911,  8.376e-05
-0.13642,+0.84217,+0.52166, +49.601, +15.722, 99.9446,  8.455e-05
-0.13571,+0.83991,+0.52548, +49.589, +15.850, 99.5385,  8.485e-05
-0.13716,+0.84086,+0.52359, +49.632, +15.787, 99.6942,  8.523e-05
-0.13664,+0.84081,+0.52381, +49.615, +15.794, 99.6120,  8.527e-05
-0.13615,+0.84137,+0.52303, +49.596, +15.768, 99.7299,  8.501e-05
-0.13551,+0.84104,+0.52372, +49.576, +15.791, 99.6941,  8.569e-05
-0.13678,+0.84057,+0.52415, +49.621, +15.806, 99.7389,  8.626e-05
-0.13546,+0.84111,+0.52362, +49.574, +15.788, 99.8033,  8.594e-05
-0.13751,+0.84183,+0.52193, +49.639, +15.731,100.0085,  8.524e-05
-0.13808,+0.84094,+0.52321, +49.662, +15.774, 99.5516,  8.483e-05
-0.13849,+0.84145,+0.52228, +49.673, +15.743, 99.7208,  8.437e-05
-0.13801,+0.84137,+0.52254, +49.658, +15.751, 99.7459,  8.485e-05
-0.13792,+0.84214,+0.52133, +49.650, +15.711,100.0139,  8.459e-05
-0.13608,+0.84234,+0.52149, +49.589, +15.716,100.0651,  8.408e-05
-0.13643,+0.84214,+0.52171, +49.601, +15.724,100.1693,  8.454e-05
-0.13795,+0.84173,+0.52198, +49.654, +15.732,100.1037,  8.452e-05
-0.13716,+0.84214,+0.52152, +49.625, +15.717,100.1427,  8.481e-05
-0.13886,+0.84215,+0.52105, +49.682, +15.701, 99.9485,  8.474e-05
-0.13961,+0.84211,+0.52092, +49.707, +15.697, 99.8000,  8.385e-05
-0.13562,+0.84269,+0.52104, +49.571, +15.701, 99.9954,  8.352e-05
-0.13543,+0.84164,+0.52277, +49.571, +15.759, 99.8407,  8.387e-05
-0.13800,+0.84156,+0.52223, +49.656, +15.741, 99.9296,  8.485e-05
