+0.81045,-0.17954,+0.55762,  -6.246, +16.946, 98.7741,  7.888e-05
+0.81043,-0.17716,+0.55841,  -6.165, +16.973, 98.8983,  7.886e-05
+0.81074,-0.17763,+0.55781,  -6.179, +16.952, 98.9706,  7.838e-05
+0.81036,-0.17635,+0.55877,  -6.139, +16.985, 99.1262,  7.797e-05
+0.81037,-0.17574,+0.55894,  -6.118, +16.991, 98.9180,  7.891e-05
+0.81042,-0.17604,+0.55878,  -6.128, +16.986, 98.9685,  7.950e-05
+0.81086,-0.17564,+0.55826,  -6.111, +16.968, 98.8638,  7.907e-05
+0.81011,-0.17777,+0.55868,  -6.188, +16.982, 98.9490,  7.854e-05
+0.81014,-0.17799,+0.55856,  -6.195, +16.978, 99.0174,  7.897e-05
+0.81135,-0.17691,+0.55715,  -6.150, +16.929, 98.8195,  7.926e-05
+0.81068,-0.17667,+0.55820,  -6.147, +16.966, 98.9689,  7.903e-05
+0.81097,-0.17622,+0.55792,  -6.130, +16.956, 98.9501,  7.880e-05
+0.81103,-0.17584,+0.55795,  -6.116, +16.957, 98.9685,  7.954e-05
+0.81134,-0.17650,+0.55730,  -6.136, +16.935, 98.8893,  7.907e-05
+0.81087,-0.17679,+0.55788,  -6.150, +16.955, 99.0290,  7.935e-05
+0.81196,-0.17714,+0.55618,  -6.154, +16.896, 98.9902,  7.882e-05
+0.81212,-0.17808,+0.55565,  -6.184, +16.878, 98.9686,  7.875e-05
+0.81065,-0.17696,+0.55816,  -6.157, +16.964, 98.9383,  7.983e-05
+0.81059,-0.17561,+0.55866,  -6.112, +16.982, 98.9322,  8.022e-05
+0.81077,-0.17647,+0.55813,  -6.140, +16.963, 98.9069,  7.961e-05
+0.81141,-0.17712,+0.55700,  -6.157, +16.924, 98.9376,  7.915e-05
+0.81111,-0.17636,+0.55768,  -6.133, +16.948, 98.9643,  7.957e-05
+0.81105,-0.17565,+0.55798,  -6.110, +16.958, 98.9113,  7.961e-05
+0.81095,-0.17603,+0.55800,  -6.123, +16.959, 98.8770,  7.976e-05
+0.81107,-0.17623,+0.55777,  -6.129, +16.951, 98.9226,  7.932e-05
+0.81134,-0.17701,+0.55712,  -6.154, +16.929, 98.8796,  7.863e-05
